from,to,weight,year,az,code
Ziffer7,TV,1,2016,(0080/16/3),(TV/2016/1)
Ziffer7,TV14,1,2010,(BK2-409/09),(TV14/2010/1)
Ziffer7,TV14,1,2010,(0671/10/2),(TV14/2010/2)
Ziffer7,TV14,1,2012,(0794/11/2),(TV14/2012/1)
Ziffer7,TV14,1,2016,(0431/16/3),(TV14/2016/1)
Ziffer7,TV14,1,2016,(0734/16/3),(TV14/2016/2)
Ziffer11,TVM,1,2015,(0741/15/2),(TVM/2015/1)
Ziffer7,TVMO,1,2015,(0776/15/1),(TVMO/2015/1)
Ziffer7,TVS,1,2006,(BK2-167/06),(TVS/2006/01)
Ziffer1,TZ,1,2019,(0128/19/3),(TZ/2019/1)
Ziffer13,TZ,2,1993,(B 63a/93),(TZ/1993/2)
Ziffer13,TZ,1,2013,(0078/13/1),(TZ/2013/1)
Ziffer2,TZ,1,1992,(B 38/92),(TZ/1992/1)
Ziffer2,TZ,1,2002,(B1-218/02),(TZ/2002/01)
Ziffer7,TZ,1,1990,(B 31/90),(TZ/1990/1)
Ziffer7,TZ,1,2019,(0128/19/3),(TZ/2019/2)
Ziffer8,TZ,1,1993,(B 42b/93),(TZ/1993/1)
Ziffer8,TZ,1,2002,(B1-218/02),(TZ/2002/01)
Ziffer8,TZ,1,2012,(0592/12/1),(TZ/2012/1)
Ziffer8,TZ,1,2013,(0078/13/1),(TZ/2013/1)
Ziffer8,TZ,1,2018,(0786/17/1),(TZ/2018/1)
Ziffer13,TZM,1,2002,(B 213/01),(TZM/2002/01)
Ziffer2,TZM,1,2002,(B 213/01),(TZM/2002/01)
Ziffer8,TZM,2,2006,(BK2-258/06),(TZM/2006/01)
Ziffer13,TZO,1,2013,(0078/13/1),(TZO/2013/1)
Ziffer7,TZO,1,2010,(0673/10/2),(TZO/2010/1)
Ziffer7,TZO,1,2012,(0229/12/2),(TZO/2012/1)
Ziffer8,TZO,1,2012,(0592/12/1),(TZO/2012/2)
Ziffer8,TZO,1,2013,(0078/13/1),(TZO/2013/1)
Ziffer8,TZO,1,2017,(0474/17/1),(TZO/2017/1)
Ziffer7,UNI,1,2004,(BK1-110/04),(UNI/2004/01)
Ziffer7,UUM,1,2007,(BK2-194/07),(UUM/2007/01)
Ziffer2,VA,1,2010,(0224/10/1),(VA/2010/1)
Ziffer9,VA,1,2010,(0224/10/1),(VA/2010/1)
Ziffer7,VBK,1,2005,(BK1-73/05),(VBK/2005/01)
Ziffer7,VEN,1,2001,(B 210/00),(VEN/2001/01)
Ziffer1,VFZF,1,2011,(0169/11/2),(VFZF/2011/1)
Ziffer2,VM,1,2002,(B2-5/02),(VM/2002/01)
Ziffer3,VM,1,2002,(B2-5/02),(VM/2002/01)
Ziffer8,VM,1,2002,(B2-5/02),(VM/2002/01)
Ziffer11,VO,1,2000,(B 13/00),(VO/2000/01)
Ziffer6,VolksO,1,2017,(0563/17/2),(VolksO/2017/1)
Ziffer2,VS,1,2011,(0016/11/1),(VS/2011/1)
Ziffer8,VS,1,2011,(0016/11/1),(VS/2011/1)
Ziffer8,WAZ,2,1990,(B 63/89),(WAZ/1990/1)
Ziffer7,WDWM,1,2015,(1124/14/1),(WDWM/2015/1)
Ziffer9,Web,1,2019,(0350/19/1),(Web/2019/1)
Ziffer12,Welt,1,2005,"(BK1-207, 208, 209/04, 9/05)",(Welt/2005/01)
Ziffer7,Welt,1,2002,(B1-40/02),(Welt/2002/01)
Ziffer7,WeltAS,1,2009,(BK1-354/09),(WeltAS/2009/01)
Ziffer2,WELZ,1,2004,(B1-5/04),(WELZ/2004/01)
Ziffer2,WET,1,2002,(B1-59/02),(WET/2002/01)
Ziffer9,WET,1,2002,(B1-59/02),(WET/2002/01)
Ziffer7,WF,1,2004,(B1-111/03),(WF/2004/01)
Ziffer12,WFB,1,1993,(B 28/93),(WFB/1993/4)
Ziffer12,WFB,1,1997,(B 11/97),(WFB/1997/1)
Ziffer2,WFB,1,1997,(B 11/97),(WFB/1997/1)
Ziffer2,WFB,1,2002,(B1-152/02),(WFB/2002/02)
Ziffer2,WHN,1,1995,(B 34/95),(WHN/1995/1)
Ziffer2,WHN,1,1995,(B 61/95),(WHN/1995/2)
Ziffer7,WK,1,2012,(0005/12/2),(WK/2012/1)
Ziffer7,WN,1,2015,(0221/15/2),(WN/2015/1)
Ziffer2,WNZ,1,2012,(0583/12/2),(WNZ/2012/1)
Ziffer8,WNZ,1,2012,(0583/12/2),(WNZ/2012/1)
Ziffer2,WO,1,2012,(0242/12/1),(WO/2012/1)
Ziffer7,WO,1,2009,(BK1-311/09),(WO/2009/01)
Ziffer8,WO,1,2010,(0318/10/1),(WO/2010/1)
Ziffer8,WO,1,2014,(0156/14/1),(WO/2014/1)
Ziffer8,WO,1,2014,(0126+0154/14/1),(WO/2014/2)
Ziffer9,WO,1,2012,(0242/12/1),(WO/2012/1)
Ziffer12,WUH,1,2005,"(BK2-240/04, 36/05)",(WUH/2005/01)
Ziffer7,WZ,1,2018,(0999/17/3),(WZ/2018/1)
Ziffer8,WZ,2,2002,(B1-240/02),(WZ/2002/01)
Ziffer13,YA,1,2009,(BK1-312/08),(YA/2009/01)
Ziffer11,YO,1,2016,(0329/16/2),(YO/2016/1)
Ziffer8,YO,1,2016,(0329/16/2),(YO/2016/2)
